,text,airline_sentiment,clean_text,processed_text
10323,@USAirways I never made a reward reservation becuase no one ever answered the phone. The online one I made got Cancelled Flighted and I can't change,negative, i never mae a rewar reservation becuase no one ever answere the phone the online one i mae got cancelle flighte an i cant change,nevermaerewarreservationbecuaseoneeveranswerephoneonlineonemaegotcancelleflightecantchange
10324,@UsAirways can a real person help me here? This customer service is poor. I'm at the mercy of someone since the flights are disappearing.,negative, can a real person help me here this customer service is poor im at the mercy of someone since the flights are isappearing,realpersonhelpcustomerservicepoorimmercysomeonesinceflightsisappearing
10325,"@USAirways I intend to..very much. My 4,000 followers will as well.",neutral, i inten tovery much my 4000 followers will as well,intentoverymuch4000followerswell
10326,"@USAirways Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain",negative, your customer service is  nonexistent terrible ozens waiting for bags not place on our flight no staff anywhere ,customerservicenonexistentterribleozenswaitingbagsplaceflightstaffanywhere
10327,@USAirways even alternate options are allready full...even with hotel voucher...no more room in philly?,negative, even alternate options are allreay fulleven with hotel voucherno more room in philly,evenalternateoptionsallreayfullevenhotelvouchernoroomphilly
10328,@USAirways @traveloneworld .. Utterly frustrated after 4 hours on hold call was disconnected. I need to amend a Flight Booking Problems. HELP! OW Emerald,negative,   utterly frustrate after 4 hours on hol call was isconnecte i nee to amen a flight booking problems help ow emeral,utterlyfrustrate4hoursholcallisconnecteneeamenflightbookingproblemshelpowemeral
10329,@USAirways ok thank you! Very helpful! This is why you're my favorite airline!,positive, ok thank you very helpful this is why youre my favorite airline,okthankhelpfulyourefavoriteairline
10330,"@USAirways They provided no options. Since you all have a better sense of the weather, I hoped you could suggest.",negative, they provie no options since you all have a better sense of the weather i hope you coul suggest,provieoptionssincebettersenseweatherhopecoulsuggest
10331,@USAirways you airline is doing rather poor right now. In SLC waiting to take off. Was suppose to take off now 2 hours and 3 minutes ago!,negative, you airline is oing rather poor right now in slc waiting to take off was suppose to take off now 2 hours an 3 minutes ago,airlineoingratherpoorrightslcwaitingtakesupposetake2hours3minutesago
10332,@USAirways Get new planes then. Got on this plane at 7:50 its 10:20 now and still on tarmac. How ru going to compensate me for this?,negative, get new planes then got on this plane at 750 its 1020 now an still on tarmac how ru going to compensate me for this,getnewplanesgotplane7501020stilltarmacrugoingcompensate
10333,@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,negative, just hit 4hrs  what is typical wait time right now shoul i rive 2h30m to the airport service esk,hit4hrstypicalwaittimerightshoulrive2h30mairportserviceesk
10334,@USAirways are you going to do anything to help stranded travelers of flight 680?! No communication from anyone. All of us dumped here.,negative, are you going to o anything to help strane travelers of flight 680 no communication from anyone all of us umpe here,goinganythinghelpstranetravelersflight680communicationanyoneusumpe
10335,"@USAirways question is why flight took off at all, now a friend is stuck needlessly in another city",negative, question is why flight took off at all now a frien is stuck neelessly in another city,questionflighttookfrienstuckneelesslyanothercity
10336,@USAirways in a few weeks,neutral, in a few weeks,weeks
10337,@USAirways #Wronganswer. Talk is cheap. Customer service is the action of making things right for the customer. #fail again.,negative,  talk is cheap customer service is the action of making things right for the customer  again,talkcheapcustomerserviceactionmakingthingsrightcustomer
10338,@USAirways 4 hours . How do I change my flight that was Cancelled Flightled ?,negative, 4 hours  how o i change my flight that was cancelle flightle ,4hourschangeflightcancelleflightle
10339,@USAirways You won't give us a hotel or food. Can you at least suggestion options for making it to the metro city I have a ticket to?,negative, you wont give us a hotel or foo can you at least suggestion options for making it to the metro city i have a ticket to,wontgiveushotelfooleastsuggestionoptionsmakingmetrocityticket
10340,@USAirways actually it landed in BWI 30 minutes ago. She is stranded but I have friends to help. You FAILED big time on this one.,negative, actually it lane in bwi 30 minutes ago she is strane but i have friens to help you faile big time on this one,actuallylanebwi30minutesagostranefrienshelpfailebigtimeone
10341,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?,negative, i have been on hol for over one hour waiting to rescheule a flight how much longer shoul i expect,holonehourwaitingrescheuleflightmuchlongershoulexpect
10342,"@USAirways its fine. 

Just wondering where my money went...",negative," its fine 

just wonering where my money went",finewoneringmoneywent
10343,@USAirways You landed me at #BWI instead of @Reagan_Airport  and have no plans for me to make it home to DC. How do you suggest I get home?,negative, you lane me at  instea of   an have no plans for me to make it home to c how o you suggest i get home,laneinsteaplansmakehomecsuggestgethome
10344,"@USAirways stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!",negative, strane at bwi after two iversions no cust service no transport umpe here terrible customer service,stranebwitwoiversionscustservicetransportumpeterriblecustomerservice
10345,"@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed.",negative, as a member of the news meia the awful service of the last few ays wont go unnotice,membernewsmeiaawfulservicelastayswontgounnotice
10346,"@USAirways My wife, sick 3yr-old-twins, and I have been waiting in line now for 2hrs to see an agent! Phone agent said nothing til Tuesday!",negative, my wife sick 3yroltwins an i have been waiting in line now for 2hrs to see an agent phone agent sai nothing til tuesay,wifesick3yroltwinswaitingline2hrsseeagentphoneagentsainothingtiltuesay
10347,"@USAirways This is garbage, been trying to book a reward flight and then it got Cancelled Flighted and still can't get anyone on phone. Unacceptable",negative, this is garbage been trying to book a rewar flight an then it got cancelle flighte an still cant get anyone on phone unacceptable,garbagetryingbookrewarflightgotcancelleflightestillcantgetanyonephoneunacceptable
10348,@USAirways Cancelled Flightled flight 1796 baggage held hostage at CHL. No communication.,negative, cancelle flightle flight 1796 baggage hel hostage at chl no communication,cancelleflightleflight1796baggagehelhostagechlcommunication
10349,@USAirways Delays due to faulty engine light. Great work guys. Coming up on 2 hrs sitting on the plane #WorstAirlineInAmerica,negative, elays ue to faulty engine light great work guys coming up on 2 hrs sitting on the plane ,elaysuefaultyenginelightgreatworkguyscoming2hrssittingplane
10350,@USAirways yes - tells me the only way to mod plans is to call the 4322 number.,neutral, yes  tells me the only way to mo plans is to call the 4322 number,yestellswaymoplanscall4322number
10351,@USAirways Can I book award travel on Etihad with Dividend Miles?,neutral, can i book awar travel on etiha with ivien miles,bookawartraveletihaivienmiles
10352,@USAirways I have been I hold for 40 min. My 5:50 flight just got Cancelled Flightled and rescheduled for Monday. This is unacceptable!,negative, i have been i hol for 40 min my 550 flight just got cancelle flightle an rescheule for monay this is unacceptable,hol40min550flightgotcancelleflightlerescheulemonayunacceptable
10353,@USAirways 3hr30min right now...  any end in sight?,negative, 3hr30min right now  any en in sight,3hr30minrightensight
10354,"@USAirways I have fam thats supposed to fly 2/22 that are currently in the hosp.3 trys to speak to a human, yr phone sys cuts off. pls hlp!",negative, i have fam thats suppose to fly 222 that are currently in the hosp3 trys to speak to a human yr phone sys cuts off pls hlp,famthatssupposefly222currentlyhosp3trysspeakhumanyrphonesyscutsplshlp
10355,@USAirways Flight 496. How are u going to compensate me for sitting on the tarmac for 90+ mins and missing my PHX - BOS connection?,negative, flight 496 how are u going to compensate me for sitting on the tarmac for 90 mins an missing my phx  bos connection,flight496ugoingcompensatesittingtarmac90minsmissingphxbosconnection
10356,@USAirways what's going on with passengers diverted to CLT on FLL to PHL flight that left at 830 tonight?,neutral, whats going on with passengers iverte to clt on fll to phl flight that left at 830 tonight,whatsgoingpassengersivertecltfllphlflightleft830tonight
10357,@USAirways on top or having to check my bag I had to wait over 30 min for my bag to come out at baggage claim. Thanks for wasting my time,negative, on top or having to check my bag i ha to wait over 30 min for my bag to come out at baggage claim thanks for wasting my time,topcheckbaghawait30minbagcomebaggageclaimthankswastingtime
10358,@USAirways I had to sit in your kitchen and move stuff around so I had what I needed. I'm extremely disappointed in your service,negative, i ha to sit in your kitchen an move stuff aroun so i ha what i neee im extremely isappointe in your service,hasitkitchenmovestuffarounhaneeeimextremelyisappointeservice
